CustomerID,Segment,City,Country,State,Market
2723,Consumer,Caguas,Puerto Rico,PR,Europe
2932,Consumer,Caguas,Puerto Rico,PR,LATAM
3102,Consumer,Caguas,Puerto Rico,PR,LATAM
3599,Consumer,Caguas,Puerto Rico,PR,LATAM
4095,Consumer,Caguas,Puerto Rico,PR,LATAM
9041,Consumer,Caguas,Puerto Rico,PR,LATAM
4059,Consumer,Caguas,Puerto Rico,PR,LATAM
119,Consumer,Caguas,Puerto Rico,PR,LATAM
2660,Consumer,Caguas,Puerto Rico,PR,LATAM
12112,Consumer,Caguas,Puerto Rico,PR,LATAM
8902,Consumer,Caguas,Puerto Rico,PR,LATAM
4751,Consumer,Caguas,Puerto Rico,PR,LATAM
5232,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
7314,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
6245,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
8812,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
5145,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
10102,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
2092,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
8006,Consumer,San Juan,Puerto Rico,PR,Pacific Asia
10975,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
8914,Consumer,Yauco,Puerto Rico,PR,USCA
1369,Consumer,Caguas,Puerto Rico,PR,USCA
1468,Consumer,Caguas,Puerto Rico,PR,USCA
9199,Consumer,Caguas,Puerto Rico,PR,USCA
10738,Consumer,Caguas,Puerto Rico,PR,USCA
9665,Consumer,Caguas,Puerto Rico,PR,USCA
9089,Consumer,Caguas,Puerto Rico,PR,USCA
11383,Consumer,Caguas,Puerto Rico,PR,USCA
6663,Consumer,Caguas,Puerto Rico,PR,USCA
5169,Consumer,Caguas,Puerto Rico,PR,USCA
5841,Consumer,Caguas,Puerto Rico,PR,USCA
8497,Consumer,Caguas,Puerto Rico,PR,Africa
5461,Consumer,Caguas,Puerto Rico,PR,Africa
10859,Consumer,Caguas,Puerto Rico,PR,Africa
9325,Consumer,Caguas,Puerto Rico,PR,Africa
6983,Consumer,Caguas,Puerto Rico,PR,Africa
568,Consumer,Caguas,Puerto Rico,PR,Europe
559,Consumer,Caguas,Puerto Rico,PR,Europe
4246,Consumer,Caguas,Puerto Rico,PR,Europe
4853,Consumer,Caguas,Puerto Rico,PR,Europe
3341,Consumer,Caguas,Puerto Rico,PR,Europe
11206,Consumer,Caguas,Puerto Rico,PR,Europe
3983,Corporate,Caguas,Puerto Rico,PR,Europe
6041,Corporate,Caguas,Puerto Rico,PR,Europe
3160,Corporate,Caguas,Puerto Rico,PR,Europe
8658,Corporate,Caguas,Puerto Rico,PR,Europe
7337,Corporate,Caguas,Puerto Rico,PR,Europe
1346,Corporate,Caguas,Puerto Rico,PR,Europe
12472,Corporate,Caguas,Puerto Rico,PR,Europe
3611,Corporate,Caguas,Puerto Rico,PR,LATAM
23,Corporate,San Juan,Puerto Rico,PR,LATAM
7568,Corporate,Caguas,Puerto Rico,PR,LATAM
6345,Corporate,Rio Grande,Puerto Rico,PR,LATAM
6413,Corporate,Caguas,Puerto Rico,PR,LATAM
8268,Corporate,Caguas,Puerto Rico,PR,LATAM
8388,Corporate,Caguas,Puerto Rico,PR,LATAM
11852,Corporate,Caguas,Puerto Rico,PR,LATAM
3169,Corporate,Caguas,Puerto Rico,PR,LATAM
12002,Corporate,Caguas,Puerto Rico,PR,LATAM
4412,Corporate,Caguas,Puerto Rico,PR,LATAM
10785,Corporate,Caguas,Puerto Rico,PR,LATAM
2238,Corporate,Caguas,Puerto Rico,PR,LATAM
2083,Corporate,Caguas,Puerto Rico,PR,LATAM
1802,Corporate,Caguas,Puerto Rico,PR,LATAM
4182,Corporate,Caguas,Puerto Rico,PR,LATAM
8032,Corporate,Caguas,Puerto Rico,PR,LATAM
693,Corporate,Caguas,Puerto Rico,PR,LATAM
6840,Corporate,Caguas,Puerto Rico,PR,LATAM
9085,Corporate,Caguas,Puerto Rico,PR,LATAM
232,Corporate,Caguas,Puerto Rico,PR,LATAM
16,Corporate,Caguas,Puerto Rico,PR,LATAM
1108,Corporate,Caguas,Puerto Rico,PR,LATAM
1257,Corporate,Caguas,Puerto Rico,PR,LATAM
9659,Corporate,Caguas,Puerto Rico,PR,LATAM
4819,Corporate,Caguas,Puerto Rico,PR,LATAM
12430,Corporate,Caguas,Puerto Rico,PR,LATAM
8997,Corporate,Caguas,Puerto Rico,PR,LATAM
4270,Corporate,Caguas,Puerto Rico,PR,LATAM
19268,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19058,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19054,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
18786,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
1715,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
8565,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
2994,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
158,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
5371,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10490,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
20473,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
17950,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
1184,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
20395,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
11354,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
180,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10521,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
1988,Corporate,Rio Grande,Puerto Rico,PR,Pacific Asia
4759,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
15491,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
15432,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
9212,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
6958,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
2384,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
5799,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
20297,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
16349,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
16325,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
17805,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10527,Corporate,Caguas,Puerto Rico,PR,USCA
5838,Corporate,Caguas,Puerto Rico,PR,USCA
4994,Corporate,Caguas,Puerto Rico,PR,USCA
7655,Corporate,Caguas,Puerto Rico,PR,USCA
5180,Corporate,Caguas,Puerto Rico,PR,USCA
2830,Corporate,Caguas,Puerto Rico,PR,USCA
32,Corporate,Caguas,Puerto Rico,PR,USCA
7319,Corporate,Caguas,Puerto Rico,PR,USCA
6935,Corporate,Caguas,Puerto Rico,PR,Europe
3425,Corporate,Caguas,Puerto Rico,PR,LATAM
8842,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
4667,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
7260,Corporate,Caguas,Puerto Rico,PR,USCA
1064,Corporate,Caguas,Puerto Rico,PR,USCA
5955,Corporate,Carolina,Puerto Rico,PR,Africa
11958,Corporate,Caguas,Puerto Rico,PR,Europe
5918,Corporate,Caguas,Puerto Rico,PR,LATAM
10089,Corporate,Caguas,Puerto Rico,PR,LATAM
1867,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
8009,Corporate,Caguas,Puerto Rico,PR,Europe
10377,Corporate,Caguas,Puerto Rico,PR,LATAM
11923,Corporate,Caguas,Puerto Rico,PR,USCA
4924,Corporate,Caguas,Puerto Rico,PR,Africa
497,Corporate,Caguas,Puerto Rico,PR,Europe
3553,Corporate,Caguas,Puerto Rico,PR,LATAM
9967,Corporate,Caguas,Puerto Rico,PR,LATAM
10457,Corporate,Caguas,Puerto Rico,PR,LATAM
11984,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10134,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
9506,Corporate,Caguas,Puerto Rico,PR,Africa
3736,Corporate,Caguas,Puerto Rico,PR,Africa
11398,Corporate,Caguas,Puerto Rico,PR,Africa
11430,Corporate,Caguas,Puerto Rico,PR,Africa
11624,Corporate,Caguas,Puerto Rico,PR,Africa
7179,Corporate,Caguas,Puerto Rico,PR,Africa
10877,Corporate,Juana Diaz,Puerto Rico,PR,Africa
8915,Corporate,Caguas,Puerto Rico,PR,Africa
5317,Corporate,Caguas,Puerto Rico,PR,Africa
3849,Corporate,Caguas,Puerto Rico,PR,Africa
11576,Corporate,Caguas,Puerto Rico,PR,Africa
8656,Corporate,Caguas,Puerto Rico,PR,Africa
4606,Corporate,Caguas,Puerto Rico,PR,Africa
7938,Corporate,Caguas,Puerto Rico,PR,Africa
1842,Corporate,Caguas,Puerto Rico,PR,Africa
14075,Corporate,Caguas,Puerto Rico,PR,Europe
14609,Corporate,Caguas,Puerto Rico,PR,Europe
14480,Corporate,Caguas,Puerto Rico,PR,Europe
13447,Corporate,Caguas,Puerto Rico,PR,Europe
14424,Corporate,Rio Grande,Puerto Rico,PR,Europe
13086,Corporate,Caguas,Puerto Rico,PR,Europe
14635,Corporate,Caguas,Puerto Rico,PR,Europe
14653,Corporate,Caguas,Puerto Rico,PR,Europe
13332,Corporate,Caguas,Puerto Rico,PR,Europe
14331,Corporate,Caguas,Puerto Rico,PR,Europe
14403,Corporate,Caguas,Puerto Rico,PR,Europe
3410,Corporate,Caguas,Puerto Rico,PR,Europe
7353,Corporate,Caguas,Puerto Rico,PR,Europe
6446,Corporate,Caguas,Puerto Rico,PR,Europe
8341,Corporate,Caguas,Puerto Rico,PR,Europe
10163,Corporate,Caguas,Puerto Rico,PR,Europe
10187,Corporate,Caguas,Puerto Rico,PR,Europe
266,Corporate,Caguas,Puerto Rico,PR,Europe
10861,Corporate,Caguas,Puerto Rico,PR,Europe
3024,Corporate,Caguas,Puerto Rico,PR,Europe
1080,Corporate,Caguas,Puerto Rico,PR,Europe
13571,Corporate,Caguas,Puerto Rico,PR,Europe
11920,Corporate,Caguas,Puerto Rico,PR,Europe
3750,Corporate,Caguas,Puerto Rico,PR,Europe
2336,Corporate,Caguas,Puerto Rico,PR,Europe
6424,Corporate,Caguas,Puerto Rico,PR,Europe
3670,Corporate,Caguas,Puerto Rico,PR,Europe
10892,Corporate,Caguas,Puerto Rico,PR,Europe
6230,Corporate,Caguas,Puerto Rico,PR,Europe
14855,Corporate,Caguas,Puerto Rico,PR,Europe
12031,Corporate,Caguas,Puerto Rico,PR,Europe
10156,Corporate,Caguas,Puerto Rico,PR,Europe
1744,Corporate,Caguas,Puerto Rico,PR,Europe
599,Corporate,Caguas,Puerto Rico,PR,Europe
14817,Corporate,Caguas,Puerto Rico,PR,Europe
11908,Corporate,Caguas,Puerto Rico,PR,Europe
3589,Corporate,Caguas,Puerto Rico,PR,Europe
5638,Corporate,Caguas,Puerto Rico,PR,Europe
11934,Corporate,Caguas,Puerto Rico,PR,Europe
1591,Corporate,Caguas,Puerto Rico,PR,Europe
4290,Corporate,Caguas,Puerto Rico,PR,Europe
11820,Corporate,Caguas,Puerto Rico,PR,Europe
4348,Corporate,Caguas,Puerto Rico,PR,Europe
1904,Corporate,Caguas,Puerto Rico,PR,Europe
9541,Corporate,Caguas,Puerto Rico,PR,Europe
4179,Corporate,Caguas,Puerto Rico,PR,Europe
13648,Corporate,Caguas,Puerto Rico,PR,Europe
8043,Corporate,Caguas,Puerto Rico,PR,Europe
5873,Corporate,Caguas,Puerto Rico,PR,Europe
5733,Corporate,Caguas,Puerto Rico,PR,Europe
1617,Corporate,Caguas,Puerto Rico,PR,Europe
11640,Corporate,Caguas,Puerto Rico,PR,Europe
14862,Corporate,Caguas,Puerto Rico,PR,Europe
14736,Corporate,Caguas,Puerto Rico,PR,Europe
10232,Corporate,Caguas,Puerto Rico,PR,Europe
6690,Corporate,Caguas,Puerto Rico,PR,Europe
8155,Corporate,Caguas,Puerto Rico,PR,Europe
4967,Corporate,Caguas,Puerto Rico,PR,Europe
3083,Corporate,Caguas,Puerto Rico,PR,Europe
272,Corporate,Caguas,Puerto Rico,PR,Europe
11285,Corporate,Caguas,Puerto Rico,PR,Europe
4770,Corporate,Caguas,Puerto Rico,PR,Europe
7696,Corporate,Caguas,Puerto Rico,PR,Europe
9632,Corporate,Caguas,Puerto Rico,PR,Europe
1181,Corporate,Caguas,Puerto Rico,PR,Europe
4469,Corporate,Caguas,Puerto Rico,PR,Europe
5811,Corporate,Caguas,Puerto Rico,PR,Europe
7035,Corporate,Caguas,Puerto Rico,PR,Europe
1167,Corporate,Caguas,Puerto Rico,PR,Europe
6781,Corporate,Caguas,Puerto Rico,PR,Europe
10362,Corporate,Caguas,Puerto Rico,PR,Europe
2251,Corporate,Caguas,Puerto Rico,PR,Europe
2410,Corporate,Caguas,Puerto Rico,PR,Europe
12702,Corporate,Caguas,Puerto Rico,PR,Europe
15081,Corporate,Caguas,Puerto Rico,PR,Europe
15074,Corporate,Caguas,Puerto Rico,PR,Europe
14929,Corporate,Caguas,Puerto Rico,PR,Europe
15090,Corporate,Caguas,Puerto Rico,PR,Europe
9765,Corporate,Caguas,Puerto Rico,PR,LATAM
8838,Corporate,Caguas,Puerto Rico,PR,LATAM
7161,Corporate,Caguas,Puerto Rico,PR,LATAM
2341,Corporate,Caguas,Puerto Rico,PR,LATAM
6273,Corporate,Caguas,Puerto Rico,PR,LATAM
9469,Corporate,Caguas,Puerto Rico,PR,LATAM
10616,Corporate,Caguas,Puerto Rico,PR,LATAM
4299,Corporate,Caguas,Puerto Rico,PR,LATAM
6184,Corporate,Caguas,Puerto Rico,PR,LATAM
6270,Corporate,Caguas,Puerto Rico,PR,LATAM
3027,Corporate,Caguas,Puerto Rico,PR,LATAM
911,Corporate,Caguas,Puerto Rico,PR,LATAM
597,Corporate,Caguas,Puerto Rico,PR,LATAM
11370,Corporate,Caguas,Puerto Rico,PR,LATAM
9051,Corporate,Caguas,Puerto Rico,PR,LATAM
2181,Corporate,Caguas,Puerto Rico,PR,LATAM
6638,Corporate,Caguas,Puerto Rico,PR,LATAM
5535,Corporate,Caguas,Puerto Rico,PR,LATAM
10940,Corporate,Caguas,Puerto Rico,PR,LATAM
4541,Corporate,Caguas,Puerto Rico,PR,LATAM
8548,Corporate,Caguas,Puerto Rico,PR,LATAM
9635,Corporate,Caguas,Puerto Rico,PR,LATAM
2556,Corporate,Caguas,Puerto Rico,PR,LATAM
12104,Corporate,Caguas,Puerto Rico,PR,LATAM
3634,Corporate,Caguas,Puerto Rico,PR,LATAM
1692,Corporate,Mayaguez,Puerto Rico,PR,LATAM
1863,Corporate,Caguas,Puerto Rico,PR,LATAM
3460,Corporate,Caguas,Puerto Rico,PR,LATAM
7217,Corporate,Caguas,Puerto Rico,PR,LATAM
9321,Corporate,Caguas,Puerto Rico,PR,LATAM
6155,Corporate,Caguas,Puerto Rico,PR,LATAM
679,Corporate,Caguas,Puerto Rico,PR,LATAM
12011,Corporate,Caguas,Puerto Rico,PR,LATAM
5526,Corporate,Caguas,Puerto Rico,PR,LATAM
752,Corporate,Caguas,Puerto Rico,PR,LATAM
5973,Corporate,Caguas,Puerto Rico,PR,LATAM
6052,Corporate,Caguas,Puerto Rico,PR,LATAM
6067,Corporate,Caguas,Puerto Rico,PR,LATAM
5466,Corporate,Caguas,Puerto Rico,PR,LATAM
1102,Corporate,Caguas,Puerto Rico,PR,LATAM
2328,Corporate,Caguas,Puerto Rico,PR,LATAM
10303,Corporate,Caguas,Puerto Rico,PR,LATAM
5759,Corporate,Caguas,Puerto Rico,PR,LATAM
10885,Corporate,Caguas,Puerto Rico,PR,LATAM
9111,Corporate,Caguas,Puerto Rico,PR,LATAM
11183,Corporate,San Juan,Puerto Rico,PR,LATAM
6787,Corporate,Caguas,Puerto Rico,PR,LATAM
2025,Corporate,Caguas,Puerto Rico,PR,LATAM
5560,Corporate,Caguas,Puerto Rico,PR,LATAM
2668,Corporate,Caguas,Puerto Rico,PR,LATAM
9741,Corporate,Caguas,Puerto Rico,PR,LATAM
11416,Corporate,Caguas,Puerto Rico,PR,LATAM
8580,Corporate,Caguas,Puerto Rico,PR,LATAM
11158,Corporate,Caguas,Puerto Rico,PR,LATAM
11970,Corporate,Caguas,Puerto Rico,PR,LATAM
9605,Corporate,Bayamon,Puerto Rico,PR,LATAM
8586,Corporate,Caguas,Puerto Rico,PR,LATAM
2578,Corporate,Caguas,Puerto Rico,PR,LATAM
6564,Corporate,Caguas,Puerto Rico,PR,LATAM
1941,Corporate,Caguas,Puerto Rico,PR,LATAM
2408,Corporate,Caguas,Puerto Rico,PR,LATAM
11050,Corporate,Caguas,Puerto Rico,PR,LATAM
3596,Corporate,Caguas,Puerto Rico,PR,LATAM
4026,Corporate,Caguas,Puerto Rico,PR,LATAM
6048,Corporate,Caguas,Puerto Rico,PR,LATAM
9903,Corporate,Caguas,Puerto Rico,PR,LATAM
4084,Corporate,Caguas,Puerto Rico,PR,LATAM
8163,Corporate,Caguas,Puerto Rico,PR,LATAM
5940,Corporate,Caguas,Puerto Rico,PR,LATAM
18109,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
18106,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
18267,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
16531,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19128,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
15809,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
18799,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
8183,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
6602,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
4008,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
3263,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
1435,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
6302,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
3346,Corporate,Arecibo,Puerto Rico,PR,Pacific Asia
20446,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
3883,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
4987,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
4342,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
8796,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
9366,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
18316,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10104,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
17939,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
3994,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
12379,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
17393,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
3325,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
4585,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10541,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
8460,Corporate,Aguadilla,Puerto Rico,PR,Pacific Asia
18346,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
740,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
8354,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
3020,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
7658,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
16063,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
20703,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
18019,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
7669,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
3771,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
17725,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10576,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
11542,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
16006,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
12134,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10766,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
2072,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
2799,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
5414,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
12173,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
7039,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
7883,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
15394,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
15300,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
15624,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
1742,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10951,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
5040,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
4382,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
10873,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
11612,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
7250,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
9110,Corporate,Mount Pleasant,EE. UU.,MI,USCA
8655,Corporate,San Bernardino,EE. UU.,CA,USCA
8150,Corporate,Los Angeles,EE. UU.,CA,USCA
8088,Corporate,San Marcos,EE. UU.,TX,USCA
12168,Corporate,Bronx,EE. UU.,NY,USCA
3086,Corporate,Tampa,EE. UU.,FL,USCA
8156,Corporate,Los Angeles,EE. UU.,CA,USCA
608,Corporate,Fairfield,EE. UU.,OH,USCA
563,Corporate,Los Angeles,EE. UU.,CA,USCA
7320,Corporate,Salina,EE. UU.,KS,USCA
1835,Corporate,Buffalo,EE. UU.,NY,USCA
1864,Corporate,Chicago,EE. UU.,IL,USCA
4689,Corporate,Baltimore,EE. UU.,MD,USCA
2026,Corporate,Colorado Springs,EE. UU.,CO,USCA
10615,Corporate,Escondido,EE. UU.,CA,USCA
10833,Corporate,Dundalk,EE. UU.,MD,USCA
5043,Corporate,Bronx,EE. UU.,NY,USCA
4083,Corporate,Wyandotte,EE. UU.,MI,USCA
7338,Corporate,Santee,EE. UU.,CA,USCA
5311,Corporate,Brighton,EE. UU.,MA,USCA
10392,Corporate,Gardena,EE. UU.,CA,USCA
10151,Corporate,Oxnard,EE. UU.,CA,USCA
917,Corporate,Palatine,EE. UU.,IL,USCA
1761,Corporate,Bend,EE. UU.,OR,USCA
2559,Corporate,Orlando,EE. UU.,FL,USCA
8890,Corporate,York,EE. UU.,PA,USCA
4684,Corporate,San Ramon,EE. UU.,CA,USCA
10804,Corporate,Ridgewood,EE. UU.,NY,USCA
8963,Corporate,Los Angeles,EE. UU.,CA,USCA
2885,Corporate,New York,EE. UU.,NY,USCA
787,Corporate,Piscataway,EE. UU.,NJ,USCA
4604,Corporate,Brooklyn,EE. UU.,NY,USCA
935,Corporate,New York,EE. UU.,NY,USCA
7559,Corporate,Chandler,EE. UU.,AZ,USCA
10470,Corporate,Greensboro,EE. UU.,NC,USCA
4383,Corporate,Taylor,EE. UU.,MI,USCA
9658,Corporate,Houston,EE. UU.,TX,USCA
9261,Corporate,Fond Du Lac,EE. UU.,WI,USCA
4823,Corporate,Compton,EE. UU.,CA,USCA
4403,Corporate,Bismarck,EE. UU.,ND,USCA
7015,Corporate,Rosemead,EE. UU.,CA,USCA
8940,Corporate,Greensboro,EE. UU.,NC,USCA
3243,Corporate,Hamilton,EE. UU.,OH,USCA
3986,Corporate,Ewa Beach,EE. UU.,HI,USCA
11611,Corporate,Metairie,EE. UU.,LA,USCA
7249,Corporate,Apex,EE. UU.,NC,USCA
3487,Corporate,Findlay,EE. UU.,OH,USCA
3362,Corporate,Denver,EE. UU.,CO,USCA
3505,Corporate,Chicago,EE. UU.,IL,USCA
10265,Corporate,Wyoming,EE. UU.,MI,USCA
7879,Corporate,Aurora,EE. UU.,CO,USCA
948,Corporate,Lawrence,EE. UU.,MA,USCA
3737,Corporate,Chapel Hill,EE. UU.,NC,USCA
9434,Corporate,Merced,EE. UU.,CA,USCA
9582,Corporate,Cleveland,EE. UU.,OH,USCA
7476,Corporate,Austin,EE. UU.,TX,USCA
9838,Corporate,La Mirada,EE. UU.,CA,USCA
1711,Corporate,Salem,EE. UU.,OR,USCA
589,Corporate,Oxnard,EE. UU.,CA,USCA
10290,Corporate,Watsonville,EE. UU.,CA,USCA
3406,Corporate,El Paso,EE. UU.,TX,USCA
9040,Corporate,Bowling Green,EE. UU.,KY,USCA
2667,Corporate,Sun Valley,EE. UU.,CA,USCA
5741,Corporate,Los Angeles,EE. UU.,CA,USCA
11092,Corporate,Rochester,EE. UU.,NY,USCA
264,Corporate,Goleta,EE. UU.,CA,USCA
990,Corporate,Merced,EE. UU.,CA,USCA
6593,Corporate,Miami,EE. UU.,FL,USCA
10318,Corporate,Columbus,EE. UU.,OH,USCA
6093,Corporate,Santa Ana,EE. UU.,CA,USCA
2154,Corporate,Laredo,EE. UU.,TX,USCA
6868,Corporate,Detroit,EE. UU.,MI,USCA
4810,Corporate,El Paso,EE. UU.,TX,USCA
5213,Corporate,South Gate,EE. UU.,CA,USCA
8611,Corporate,Wichita,EE. UU.,KS,USCA
4637,Corporate,Folsom,EE. UU.,CA,USCA
5198,Corporate,Warren,EE. UU.,MI,USCA
8090,Corporate,Clarksville,EE. UU.,TN,USCA
4610,Corporate,North Tonawanda,EE. UU.,NY,USCA
8687,Corporate,Brooklyn,EE. UU.,NY,USCA
8162,Corporate,Fort Worth,EE. UU.,TX,USCA
10258,Corporate,Cleveland,EE. UU.,OH,USCA
11389,Corporate,Saint Louis,EE. UU.,MO,USCA
10460,Corporate,New Braunfels,EE. UU.,TX,USCA
9513,Corporate,Denver,EE. UU.,CO,USCA
7770,Corporate,South Gate,EE. UU.,CA,USCA
5465,Corporate,Alameda,EE. UU.,CA,USCA
7509,Corporate,Brooklyn,EE. UU.,NY,USCA
4156,Corporate,Fairfield,EE. UU.,CA,USCA
3489,Corporate,Austin,EE. UU.,TX,USCA
6454,Corporate,Albuquerque,EE. UU.,NM,USCA
8538,Corporate,Laredo,EE. UU.,TX,USCA
5558,Corporate,Kaneohe,EE. UU.,HI,USCA
779,Corporate,New Haven,EE. UU.,CT,USCA
1590,Corporate,Katy,EE. UU.,TX,USCA
7647,Corporate,Muskegon,EE. UU.,MI,USCA
6779,Corporate,Pacoima,EE. UU.,CA,USCA
8362,Corporate,Hampton,EE. UU.,VA,USCA
7212,Corporate,Fort Worth,EE. UU.,TX,USCA
1721,Corporate,Ventura,EE. UU.,CA,USCA
1000,Corporate,Freeport,EE. UU.,NY,USCA
97,Corporate,Phoenix,EE. UU.,AZ,USCA
4636,Corporate,Yonkers,EE. UU.,NY,USCA
3001,Corporate,Compton,EE. UU.,CA,USCA
2317,Corporate,Santa Cruz,EE. UU.,CA,USCA
2539,Corporate,Brooklyn,EE. UU.,NY,USCA
1730,Corporate,Lake Forest,EE. UU.,CA,USCA
5133,Corporate,Jacksonville,EE. UU.,NC,USCA
9206,Corporate,Pomona,EE. UU.,CA,USCA
6623,Corporate,Aurora,EE. UU.,CO,USCA
6439,Corporate,Lancaster,EE. UU.,SC,USCA
11000,Corporate,Elmhurst,EE. UU.,NY,USCA
4258,Corporate,San Diego,EE. UU.,CA,USCA
12351,Corporate,Bowling Green,EE. UU.,KY,USCA
7645,Corporate,Laredo,EE. UU.,TX,USCA
7069,Corporate,Santa Clara,EE. UU.,CA,USCA
8322,Corporate,Vista,EE. UU.,CA,USCA
7528,Corporate,Brooklyn,EE. UU.,NY,USCA
3276,Corporate,Lancaster,EE. UU.,PA,USCA
2391,Corporate,Westland,EE. UU.,MI,USCA
7211,Corporate,Littleton,EE. UU.,CO,USCA
